trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.25, 'e': 0.39561243860243744}",20,10,20.008949839211464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.25, 'e': 0.3936343764094253}",20,7,17.93052801123671,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.25, 'e': 0.39166620452737816}",20,8,-11.640052020296741,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.25, 'e': 0.3897078735047413}",20,0,-52.61960132894445,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
189,False,"{'a': 0.25, 'e': 0.3877593341372176}",25,0,-63.74496192575014,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
190,False,"{'a': 0.25, 'e': 0.3858205374665315}",25,0,-77.91730506731146,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
191,False,"{'a': 0.25, 'e': 0.38389143477919885}",20,4,22.505333149741663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.25, 'e': 0.3819719776053028}",25,6,29.979237960940374,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.3800621177172763}",20,13,12.09712602065698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.25, 'e': 0.37816180712868996}",30,0,10.121766396201473,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
195,False,"{'a': 0.25, 'e': 0.37627099809304654}",20,8,15.154264410617472,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.25, 'e': 0.3743896431025813}",20,0,-61.600348373309615,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
197,False,"{'a': 0.25, 'e': 0.37251769488706843}",30,0,25.09777426995178,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.25, 'e': 0.3706551064126331}",25,11,6.548666626869718,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.25, 'e': 0.36880183088056995}",20,9,-19.991781857974903,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.25, 'e': 0.3669578217261671}",20,0,-2.370454837655256,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
201,False,"{'a': 0.25, 'e': 0.36512303261753626}",25,2,-25.76936271592383,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.25, 'e': 0.3632974174544486}",20,0,-3.334590234330821,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.25, 'e': 0.3614809303671764}",25,15,12.512064073350812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.25, 'e': 0.3596735257153405}",30,0,-52.07488466400902,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
205,False,"{'a': 0.25, 'e': 0.3578751580867638}",20,11,-17.79608699800073,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
206,False,"{'a': 0.25, 'e': 0.35608578229633}",20,12,-0.06667169725560407,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.25, 'e': 0.3543053533848483}",20,0,-12.020828363779113,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
208,False,"{'a': 0.25, 'e': 0.35253382661792404}",20,7,14.474067300309725,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.25, 'e': 0.3507711574848344}",25,14,8.153841363565915,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.25, 'e': 0.34901730169741024}",20,2,22.57000856210014,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.25, 'e': 0.3472722151889232}",25,3,-42.02757505741354,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 1}",1
212,False,"{'a': 0.25, 'e': 0.3455358541129786}",20,0,19.95150662373719,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.25, 'e': 0.3438081748424137}",25,3,-14.195762371831234,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
214,False,"{'a': 0.25, 'e': 0.3420891339682016}",25,0,-8.61175399531891,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
215,False,"{'a': 0.25, 'e': 0.3403786882983606}",30,21,17.276906442719934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.25, 'e': 0.3386767948568688}",25,11,-59.06380626175009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
217,False,"{'a': 0.25, 'e': 0.33698341088258443}",35,0,17.982349587557817,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
218,False,"{'a': 0.25, 'e': 0.3352984938281715}",20,13,1.7705181233039198,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.25, 'e': 0.33362200135903064}",20,3,-43.3394622693045,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
220,False,"{'a': 0.25, 'e': 0.33195389135223546}",20,6,13.783609520671432,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.25, 'e': 0.3302941218954743}",20,0,7.522075795873018,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.25, 'e': 0.32864265128599696}",20,11,9.70051316673154,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.25, 'e': 0.326999438029567}",20,0,20.796888763750374,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.25, 'e': 0.3253644408394192}",20,7,22.423630420570888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.25, 'e': 0.3237376186352221}",30,2,-76.37519723577476,"{0: 22, 1: 2, 2: 0, 3: 3, 4: 1}",1
226,False,"{'a': 0.25, 'e': 0.322118930542046}",20,0,-21.188646020934247,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
227,False,"{'a': 0.25, 'e': 0.32050833588933575}",20,0,-67.22648024796332,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
228,False,"{'a': 0.25, 'e': 0.31890579420988907}",35,17,-13.641498067146552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.25, 'e': 0.3173112652388396}",25,0,-82.98915473444067,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
230,False,"{'a': 0.25, 'e': 0.3157247089126454}",20,0,-44.236504035612946,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
231,False,"{'a': 0.25, 'e': 0.3141460853680822}",30,16,-46.411076222735716,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
232,False,"{'a': 0.25, 'e': 0.3125753549412418}",25,0,-19.43415277376853,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
233,False,"{'a': 0.25, 'e': 0.31101247816653554}",25,10,5.587595418901165,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.25, 'e': 0.30945741577570285}",25,0,-36.60498625030389,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
235,False,"{'a': 0.25, 'e': 0.3079101286968243}",25,14,-5.715197848060836,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.25, 'e': 0.3063705780533402}",25,0,-13.920298101516837,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
237,False,"{'a': 0.25, 'e': 0.30483872516307353}",25,1,-64.95110314883756,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 1}",1
238,False,"{'a': 0.25, 'e': 0.3033145315372582}",20,6,-62.11633372651717,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
239,False,"{'a': 0.25, 'e': 0.3017979588795719}",20,13,14.595260747031153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.25, 'e': 0.30028896908517405}",25,6,30.6138413451026,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.25, 'e': 0.2987875242397482}",25,15,16.30554081168799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.25, 'e': 0.29729358661854943}",30,7,22.741044805506867,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.25, 'e': 0.29580711868545667}",20,0,12.553796887118924,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.25, 'e': 0.2943280830920294}",20,4,14.757679311105615,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.29285644267656924}",20,8,6.707771161173756,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.25, 'e': 0.2913921604631864}",20,0,-47.9853596506053,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
247,False,"{'a': 0.25, 'e': 0.28993519966087045}",20,5,16.770016165762758,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.25, 'e': 0.2884855236625661}",20,0,-6.801457183464531,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.25, 'e': 0.28704309604425327}",25,0,-34.67043276193324,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.25, 'e': 0.285607880564032}",25,20,9.05342720104599,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.25, 'e': 0.28417984116121187}",20,2,8.794457080585513,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.25, 'e': 0.2827589419554058}",25,0,13.511285263431601,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.25, 'e': 0.28134514724562876}",25,11,1.2149307863396217,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.25, 'e': 0.2799384215094006}",30,20,-10.442790504757408,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.27853872940185365}",20,12,14.776979635940616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.27714603575484437}",25,14,19.614600318291572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.25, 'e': 0.2757603055760701}",20,0,-54.20026053296815,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
258,False,"{'a': 0.25, 'e': 0.2743815040481898}",25,3,3.3436697060176446,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.25, 'e': 0.2730095965279488}",30,19,-31.812623738018825,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.25, 'e': 0.27164454854530906}",25,0,-82.87033808424579,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
261,False,"{'a': 0.25, 'e': 0.2702863258025825}",20,0,11.070259023180594,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
262,False,"{'a': 0.25, 'e': 0.2689348941735696}",25,13,16.010181504561537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.25, 'e': 0.26759021970270175}",20,14,12.608735148311188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.25, 'e': 0.2662522686041882}",25,2,-38.83992498705047,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 0}",1
265,False,"{'a': 0.25, 'e': 0.2649210072611673}",20,6,-26.52768780654724,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
266,False,"{'a': 0.25, 'e': 0.26359640222486147}",20,3,4.427108672340442,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.25, 'e': 0.26227842021373715}",30,8,-5.866155635306764,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.25, 'e': 0.2609670281126685}",20,4,5.692140629377198,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.25, 'e': 0.25966219297210513}",30,13,-38.313587268635416,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
270,False,"{'a': 0.25, 'e': 0.2583638820072446}",25,0,-68.29709844532408,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
271,False,"{'a': 0.25, 'e': 0.2570720625972084}",25,12,25.546931465342926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.25, 'e': 0.25578670228422234}",30,18,0.5992139845048716,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.25, 'e': 0.25450776877280124}",25,11,-42.5844285567909,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
274,False,"{'a': 0.25, 'e': 0.2532352299289372}",30,0,-4.594954115936354,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
275,False,"{'a': 0.25, 'e': 0.2519690537792925}",25,0,-57.33978938017553,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
276,False,"{'a': 0.25, 'e': 0.2507092085103961}",25,0,27.52118861641406,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.25, 'e': 0.2494556624678441}",20,12,-25.60457438682363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.25, 'e': 0.24820838415550486}",25,20,7.21948348524799,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.25, 'e': 0.24696734223472733}",20,0,-16.267494279534706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
280,False,"{'a': 0.25, 'e': 0.2457325055235537}",25,18,10.248620112373914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.25, 'e': 0.24450384299593592}",25,0,-74.36495741639527,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
282,False,"{'a': 0.25, 'e': 0.24328132378095624}",25,13,12.779639352794401,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.25, 'e': 0.24206491716205145}",20,11,15.394523623048167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.25, 'e': 0.2408545925762412}",20,2,-64.74831510042235,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
285,False,"{'a': 0.25, 'e': 0.23965031961336}",25,10,24.014304304590873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.25, 'e': 0.2384520680152932}",25,15,-2.128426928322879,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.25, 'e': 0.23725980767521673}",25,5,14.228851926003808,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.25, 'e': 0.23607350863684065}",20,5,-64.62660691426929,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 1}",1
289,False,"{'a': 0.25, 'e': 0.23489314109365644}",20,11,-33.53037680144292,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.25, 'e': 0.23371867538818816}",25,12,15.911070023131582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.25, 'e': 0.23255008201124722}",20,2,-22.47776572434381,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
292,False,"{'a': 0.25, 'e': 0.231387331601191}",35,19,-13.132274646708538,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.25, 'e': 0.23023039494318503}",30,22,-0.4142907582644182,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.25, 'e': 0.2290792429684691}",20,16,8.38517347241978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.25, 'e': 0.22793384675362674}",20,2,19.412914904359607,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.25, 'e': 0.22679417751985861}",20,9,3.0860818770193967,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.25, 'e': 0.22566020663225933}",30,18,-31.26916299039003,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.25, 'e': 0.22453190559909803}",25,19,12.105575226628828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.25, 'e': 0.22340924607110255}",20,0,27.047600961690964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.25, 'e': 0.22229219984074702}",25,2,25.804554883404624,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.25, 'e': 0.2211807388415433}",20,8,7.898535374985151,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.25, 'e': 0.22007483514733558}",30,21,-26.402193727498343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.25, 'e': 0.2189744609715989}",25,0,-40.17018084930777,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
304,False,"{'a': 0.25, 'e': 0.2178795886667409}",25,13,-31.49474775456483,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.25, 'e': 0.2167901907234072}",25,18,15.736095320195375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.25, 'e': 0.21570623976979014}",25,14,13.281087199117703,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.25, 'e': 0.21462770857094118}",20,0,-25.42682638968434,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
308,False,"{'a': 0.25, 'e': 0.21355457002808648}",20,0,-31.877798653515672,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
309,False,"{'a': 0.25, 'e': 0.21248679717794605}",25,9,0.22980576872542047,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.25, 'e': 0.21142436319205632}",20,13,6.037523392985051,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.25, 'e': 0.21036724137609603}",25,11,-1.4962243027150517,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.25, 'e': 0.20931540516921554}",30,3,-3.1836528549280674,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.25, 'e': 0.20826882814336947}",25,10,-60.12479960424723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
314,False,"{'a': 0.25, 'e': 0.20722748400265262}",20,0,14.380194885617271,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.25, 'e': 0.20619134658263935}",25,15,18.719357581327152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.25, 'e': 0.20516038984972615}",25,13,14.883017733615509,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.25, 'e': 0.2041345879004775}",25,0,-8.743766973429018,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
318,False,"{'a': 0.25, 'e': 0.2031139149609751}",30,0,-46.45123033933091,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
319,False,"{'a': 0.25, 'e': 0.20209834538617025}",35,0,-15.933819038658315,"{0: 32, 1: 1, 2: 0, 3: 1, 4: 1}",0
320,False,"{'a': 0.25, 'e': 0.2010878536592394}",25,11,0.9201119837147591,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.25, 'e': 0.2000824143909432}",20,0,-15.737636062413078,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
322,False,"{'a': 0.25, 'e': 0.19908200231898848}",35,7,10.790433933327554,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
323,False,"{'a': 0.25, 'e': 0.19808659230739353}",20,14,10.001014079745735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.25, 'e': 0.19709615934585656}",20,0,7.776556670230569,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
325,False,"{'a': 0.25, 'e': 0.19611067854912728}",20,0,31.326849784297842,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.25, 'e': 0.19513012515638165}",20,0,22.090489223880375,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.25, 'e': 0.19415447453059972}",20,0,0.3720592898274363,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
328,False,"{'a': 0.25, 'e': 0.19318370215794672}",25,13,11.62900388284135,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.25, 'e': 0.192217783647157}",20,6,14.777731422807193,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.25, 'e': 0.1912566947289212}",30,0,-20.713164358320313,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
331,False,"{'a': 0.25, 'e': 0.1903004112552766}",20,14,10.848517723956686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.25, 'e': 0.18934890919900021}",20,0,15.765663962576875,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.25, 'e': 0.18840216465300522}",25,17,-0.4452713202361158,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.25, 'e': 0.18746015382974018}",20,3,26.024796872697472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.25, 'e': 0.1865228530605915}",20,9,-14.906697464781434,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
336,False,"{'a': 0.25, 'e': 0.18559023879528855}",25,17,17.888717087447585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.25, 'e': 0.1846622876013121}",25,16,16.869311699791048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.25, 'e': 0.18373897616330553}",20,2,9.405532133313237,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.25, 'e': 0.182820281282489}",25,3,20.815770987905356,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.25, 'e': 0.18190617987607657}",25,15,-14.963380559730567,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
341,False,"{'a': 0.25, 'e': 0.18099664897669618}",20,0,-23.293665237065014,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
342,False,"{'a': 0.25, 'e': 0.1800916657318127}",25,0,22.173453108539768,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.25, 'e': 0.17919120740315364}",30,16,-4.144562256769998,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.25, 'e': 0.17829525136613786}",25,6,-45.33330833567553,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
345,False,"{'a': 0.25, 'e': 0.17740377510930716}",20,7,22.03069622943592,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.25, 'e': 0.17651675623376062}",20,9,-23.558166512205823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.25, 'e': 0.1756341724525918}",25,11,22.55872434528617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.25, 'e': 0.17475600159032884}",25,8,30.729474968055356,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.25, 'e': 0.17388222158237718}",20,9,-34.818242011079285,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.25, 'e': 0.1730128104744653}",25,12,-1.846538290109461,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.25, 'e': 0.17214774642209296}",25,0,-15.211275960421508,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
352,False,"{'a': 0.25, 'e': 0.1712870076899825}",20,12,9.167336084844951,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.25, 'e': 0.17043057265153258}",20,5,20.272674279412374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.25, 'e': 0.16957841978827493}",35,21,13.093843755781307,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.25, 'e': 0.16873052768933355}",30,16,14.380081457234148,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.25, 'e': 0.1678868750508869}",25,0,4.778039416271968,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
357,False,"{'a': 0.25, 'e': 0.16704744067563246}",20,6,-4.509387218782374,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
358,False,"{'a': 0.25, 'e': 0.1662122034722543}",25,7,33.47099280970206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.25, 'e': 0.16538114245489302}",30,16,11.319909198769015,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.25, 'e': 0.16455423674261854}",25,6,-15.470417826548395,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
361,False,"{'a': 0.25, 'e': 0.16373146555890544}",25,0,-21.215447418396792,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
362,False,"{'a': 0.25, 'e': 0.16291280823111093}",20,6,-43.48465920861542,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
363,False,"{'a': 0.25, 'e': 0.16209824418995536}",30,2,11.552082673675669,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
364,False,"{'a': 0.25, 'e': 0.16128775296900558}",30,13,14.834253454261672,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.25, 'e': 0.16048131420416054}",25,0,-16.48723208611205,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
366,False,"{'a': 0.25, 'e': 0.15967890763313974}",20,0,-51.949615062380836,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
367,False,"{'a': 0.25, 'e': 0.15888051309497406}",25,16,6.624293688990848,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.25, 'e': 0.1580861105294992}",25,14,8.8503502773171,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.25, 'e': 0.1572956799768517}",20,0,1.2068467749095237,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
